ID,Age,Acceleration,Aggression,Agility,Balance,BallControl,Composure,Crossing,Dribbling,Finishing,Tackle,Overall
6195,23,68,54,70,48,66,62,45,66,68,,69
6210,28,62,64,68,66,68,65,55,64,74,,69
6213,31,82,33,84,77,72,65,59,71,63,,69
6216,29,43,78,45,37,66,70,31,47,76,,69
6220,35,43,48,30,32,69,75,40,55,75,,69
6222,23,84,52,85,77,68,65,63,71,62,,69
6224,22,64,71,71,61,73,68,29,75,66,,69
6235,35,63,51,64,57,69,72,47,58,71,,69
6240,24,78,45,75,68,68,57,66,74,68,,69
6253,21,74,36,65,70,69,60,45,68,70,,69
6254,25,91,42,90,84,75,64,52,69,70,,69
6256,29,78,60,83,82,70,70,66,73,62,,69
6261,27,70,31,75,72,69,57,28,71,70,,69
6264,23,83,44,80,68,68,69,65,72,60,,69
6268,25,42,34,47,33,64,58,43,57,69,,69
6269,33,77,74,74,63,64,65,59,63,69,,69
6274,28,92,71,71,78,68,60,63,68,66,,69
6277,25,83,63,79,58,68,64,63,73,74,,69
6278,21,69,70,68,66,65,59,38,69,75,,69
6282,20,73,33,62,44,70,59,48,71,72,,69
6285,31,76,52,74,63,66,63,46,65,67,,69
6286,26,82,36,73,64,68,67,51,66,72,,69
6295,24,77,51,90,77,71,70,64,71,69,,69
6296,21,84,45,78,83,68,49,60,68,66,,69
6304,27,68,70,70,72,64,58,66,71,70,,69
6306,25,76,45,78,73,70,69,42,66,72,,69
6307,25,72,74,64,60,68,64,54,68,69,,69
6312,25,82,51,70,67,76,72,60,75,50,,69
6316,29,86,77,85,73,64,70,54,69,74,,69
6319,33,58,61,52,42,68,66,40,64,72,,69
6321,27,72,64,62,51,69,73,65,67,63,,69
6325,23,68,70,60,60,66,40,29,62,70,,69
6329,29,78,55,77,64,67,61,62,67,70,,69
6330,29,48,76,58,34,69,60,43,70,71,,69
6337,31,68,59,72,65,70,47,56,74,67,,69
6344,24,91,74,88,79,68,66,63,73,66,,69
6348,23,81,52,81,86,71,63,64,68,71,,69
6353,19,83,53,81,78,67,59,58,72,71,,69
6355,28,74,68,61,53,63,68,34,68,68,,69
6362,29,44,67,35,41,66,62,42,60,69,,69
6364,21,67,55,73,80,65,64,40,67,72,,69
6371,32,81,59,71,66,66,62,51,66,70,,69
6375,19,81,49,80,65,70,58,53,74,69,,69
6381,28,73,69,72,55,67,66,59,63,68,,69
6383,21,78,33,74,64,56,60,29,74,71,,69
6388,24,74,55,82,67,72,72,58,68,71,,69
6394,34,68,52,71,70,69,71,63,66,61,,69
6396,22,85,44,83,65,67,62,65,73,67,,69
6403,34,50,56,68,70,71,62,63,70,68,,69
6404,24,79,75,73,68,65,64,45,69,65,,69
6408,29,76,45,59,44,68,71,28,59,72,,69
6427,29,49,55,61,35,69,78,53,64,70,,69
6431,21,79,77,64,69,68,57,45,64,69,,69
6439,25,77,68,82,76,70,60,51,72,69,,69
6440,24,83,81,68,78,65,67,34,60,70,,69
6445,25,82,54,89,72,70,67,58,67,71,,69
6452,27,68,43,63,48,67,58,54,65,67,,69
6455,27,86,68,85,86,68,68,66,69,67,,69
6460,29,68,86,78,59,69,65,48,68,67,,69
6465,27,78,66,74,67,70,72,70,73,58,,69
6467,26,71,33,61,61,66,68,29,68,72,,69
6472,27,81,69,79,71,67,61,45,65,68,,69
6474,23,82,46,78,82,67,58,58,74,69,,69
6485,24,83,65,75,83,68,52,65,73,60,,69
6496,27,76,32,70,65,67,56,67,70,66,,69
6502,20,68,49,66,66,69,72,46,64,70,,69
6511,32,67,40,67,60,76,68,66,74,66,,69
6517,26,71,78,62,44,57,62,58,65,69,,69
6518,25,69,67,58,59,71,66,36,67,56,,69
6530,24,68,51,63,59,64,67,31,59,71,,69
6531,33,58,61,52,42,68,66,40,64,72,,69
6537,30,82,59,79,85,70,67,51,73,74,,69
6546,30,58,29,73,57,71,74,68,73,74,,69
6551,22,78,31,78,78,69,60,69,75,67,,69
6553,25,82,76,73,58,70,63,48,73,68,,69
6563,25,72,58,68,60,70,68,53,76,71,,69
6569,20,68,38,74,58,65,64,54,67,71,,69
6586,32,75,80,74,70,68,65,69,72,68,,69
6597,24,63,78,62,70,68,67,42,50,70,,69
6600,29,58,63,66,74,68,72,59,65,72,,69
6606,23,71,49,68,71,72,70,51,68,69,,69
6610,30,88,74,82,78,67,72,64,72,61,,69
6615,20,80,44,77,64,68,60,48,65,66,,69
6617,30,68,60,63,66,73,67,65,67,68,,69
6618,27,68,29,65,65,65,67,39,58,73,,69
6621,31,82,57,72,71,75,57,64,76,68,,69
6626,30,73,47,70,77,69,72,56,63,74,,69
6632,25,90,52,76,80,70,62,60,71,66,,69
6637,27,69,34,76,54,72,67,60,70,66,,69
6649,28,76,55,70,64,69,50,53,66,70,,69
6666,33,76,58,74,73,67,68,67,65,62,,68
6667,33,77,58,75,80,72,65,44,64,74,,68
6668,31,67,55,71,67,68,68,58,68,67,,68
6674,19,72,62,72,65,65,58,34,68,67,,68
6678,17,80,41,78,60,69,61,51,68,68,,68
6683,29,70,53,61,71,75,62,63,74,68,,68
6689,26,74,74,58,61,66,62,54,64,65,,68
6693,33,63,52,43,72,66,73,58,75,71,,68
6699,25,82,61,73,65,72,67,70,73,68,,68
6700,35,78,75,78,74,66,64,59,66,61,,68
6702,33,52,78,56,40,63,63,43,63,67,,68
6714,31,40,76,66,55,71,72,58,61,73,,68
6720,23,74,59,69,46,65,72,53,63,67,,68
6724,23,64,49,62,61,68,62,25,55,69,,68
6726,27,62,26,58,78,66,52,70,65,61,,68
6741,28,81,50,93,94,66,61,42,72,62,,68
6755,30,77,61,79,67,68,70,55,66,63,,68
6757,25,70,54,65,50,67,65,61,75,66,,68
6765,24,76,54,58,65,68,60,28,65,68,,68
6767,26,63,75,69,65,67,69,62,65,66,,68
6775,24,74,47,71,62,66,64,59,65,65,,68
6779,22,63,29,59,46,68,62,45,61,67,,68
6783,29,64,72,71,52,65,63,78,69,64,,68
6784,25,87,33,94,90,64,69,62,69,69,,68
6793,32,71,48,73,75,70,67,64,67,73,,68
6795,24,62,59,65,63,66,46,57,63,69,,68
6797,22,66,60,58,67,65,64,50,65,68,,68
6805,24,78,62,77,64,66,51,51,65,63,,68
6809,22,72,54,74,71,68,57,43,69,68,,68
6811,24,83,44,86,80,64,65,42,63,69,,68
6813,25,77,31,71,59,67,67,55,67,66,,68
6830,27,73,80,72,69,62,67,57,61,67,,68
6832,21,92,28,85,74,69,55,74,72,56,,68
6833,27,75,33,74,62,70,59,54,65,65,,68
6837,27,80,34,65,61,64,61,28,65,73,,68
6841,31,76,76,70,75,67,63,63,69,68,,68
6847,26,77,42,79,83,69,56,71,68,60,,68
6850,34,58,64,35,44,60,45,58,64,66,,68
6856,25,51,56,41,51,66,75,49,64,70,,68
6858,33,75,35,72,57,65,65,59,70,71,,68
6861,29,60,55,75,58,71,76,67,69,73,,68
6869,26,64,33,56,33,69,56,28,65,67,,68
6883,25,81,62,83,74,65,60,55,67,72,,68
6886,28,91,58,92,81,63,56,40,66,66,,68
6896,24,80,32,78,79,72,65,61,70,66,,68
6911,27,76,59,80,83,67,59,50,66,69,,68
6917,26,71,62,61,54,62,59,59,66,67,,68
6931,28,68,55,69,58,66,64,43,64,68,,68
6939,24,63,53,64,68,59,49,39,49,74,,68
6940,29,56,69,71,66,66,69,65,68,66,,68
6943,26,71,64,67,60,68,67,43,63,70,,68
6944,24,90,43,91,77,72,62,64,73,59,,68
6953,26,81,63,74,51,62,62,43,63,69,,68
6954,28,70,35,68,82,74,51,59,69,76,,68
6956,29,83,39,68,67,69,66,68,67,64,,68
6964,27,53,59,34,31,65,64,55,55,68,,68
6970,25,70,42,74,67,64,63,38,62,74,,68
6979,21,84,49,82,75,69,64,58,71,69,,68
6982,31,70,51,73,63,64,68,48,60,70,,68
6989,22,65,49,67,56,71,59,58,68,68,,68
6993,21,67,30,61,65,69,62,39,65,71,,68
6997,18,79,39,73,61,70,62,61,74,67,,68
7005,24,58,44,34,33,68,61,30,61,67,,68
7033,21,76,42,77,70,75,73,60,75,69,,68
7037,26,37,65,39,31,70,66,30,59,65,,68
7040,24,82,61,72,70,67,60,62,61,63,,68
7041,21,87,41,89,67,74,51,55,75,67,,68
7043,29,90,41,84,80,68,62,62,72,53,,68
7055,28,79,67,71,76,69,64,50,68,67,,68
7060,25,71,48,68,58,68,69,55,71,65,,68
7065,27,83,60,87,76,61,56,60,64,65,,68
7071,27,65,71,67,58,70,70,59,70,70,,68
7072,23,90,74,79,80,70,67,61,72,62,,68
7089,25,55,79,46,37,57,70,28,58,71,,68
7096,33,78,40,87,84,71,58,61,77,72,,68
7100,21,79,50,75,77,72,64,43,66,73,,68
7111,27,56,73,71,60,70,67,62,71,70,,68
7122,20,76,45,62,62,66,54,36,64,66,,68
7131,34,63,51,68,56,67,60,42,64,69,,68
7133,21,70,36,70,70,66,73,32,68,72,,68
7145,33,55,43,42,41,57,72,55,61,71,,68
7157,22,77,50,72,75,74,64,58,72,62,,68
7169,29,58,66,51,46,64,68,37,58,68,,68
7180,29,59,73,56,59,65,46,29,61,72,,68
7181,24,72,29,72,67,71,55,56,66,71,,68
7189,26,67,72,68,76,64,63,57,67,66,,68
7196,22,76,43,77,85,72,61,62,73,69,,68
7203,33,79,45,68,78,62,64,40,57,71,,68
7205,22,87,50,92,78,61,48,53,60,65,,68
7210,28,34,39,70,61,72,75,52,68,73,,68
7225,24,79,55,76,74,68,57,51,71,66,,68
7226,24,65,69,62,60,62,71,43,60,72,,68
7227,25,54,46,57,58,65,65,43,57,71,,68
7239,22,71,70,71,66,69,59,45,70,68,,68
7245,25,57,44,67,68,63,70,60,65,73,,68
7248,27,81,75,85,73,69,65,57,70,65,,68
7255,20,89,78,78,88,64,66,45,67,71,,68
7267,33,78,40,87,84,71,58,61,77,72,,68
7273,21,66,35,56,59,67,55,43,64,73,,68
7278,33,49,67,61,60,67,75,54,54,70,,68
7281,33,77,58,75,80,72,65,44,64,74,,68
7282,35,38,67,51,32,70,72,61,69,65,,68
7289,31,71,59,68,70,69,66,64,67,68,,68
7295,33,55,43,42,41,57,72,55,61,71,,68
7297,33,63,52,43,72,66,73,58,75,71,,68
7306,34,61,68,76,71,67,75,44,64,67,,68
7311,32,56,67,63,68,68,71,56,64,69,,68
7313,23,68,60,47,46,70,67,41,70,67,,68
7316,22,76,55,92,90,63,59,60,72,62,,68
7320,24,79,62,80,64,64,60,43,62,69,,68
7321,33,71,58,72,68,69,72,37,66,70,,68
7322,20,71,78,68,59,63,59,30,66,66,,68
7323,23,80,81,80,82,69,63,59,67,63,,68
7326,23,80,65,75,74,69,60,57,73,67,,68
7330,29,83,49,74,73,73,69,64,72,63,,68
7333,28,75,49,72,68,68,58,57,69,63,,68
7338,23,81,57,85,66,66,64,56,66,65,,68
7347,24,73,66,73,78,69,58,52,66,69,,68
7354,30,68,68,61,55,55,63,53,60,68,,68
7359,28,71,70,66,58,62,69,50,54,69,,68
7365,33,70,70,69,62,62,64,56,63,64,,68
7376,29,59,31,71,68,66,70,40,65,70,,68
7385,22,71,43,70,63,77,61,55,74,67,,68
7388,20,64,47,64,65,68,60,53,59,67,,68
7395,25,67,73,52,57,67,68,60,66,65,,68
7403,22,86,60,84,66,67,51,65,64,62,,68
7412,29,41,51,56,49,72,77,52,70,67,,68
7425,19,77,47,69,66,71,70,54,67,70,,68
7433,24,85,72,85,73,74,63,58,72,65,,68
7434,26,69,62,89,67,69,60,60,74,67,,68
7446,27,70,86,73,74,66,56,63,68,70,,68
7448,23,79,46,70,67,61,62,37,64,67,,68
7449,29,66,32,70,69,65,67,44,63,72,,68
7453,29,58,64,52,67,67,61,39,62,75,,68
7456,26,56,70,60,55,59,62,43,57,67,,68
7472,30,70,50,67,68,67,63,59,66,68,,68
7480,25,51,56,41,51,66,75,49,64,70,,68
7489,19,65,32,65,56,68,62,45,70,77,,68
7492,31,58,69,67,46,64,60,43,57,72,,68
7493,23,88,52,83,91,69,61,66,73,64,,68
7504,25,70,73,57,55,56,60,28,54,69,,68
7507,26,77,35,65,65,68,59,59,68,71,,68
7509,21,76,45,78,57,69,61,63,76,67,,68
7516,25,77,37,72,57,67,58,39,66,68,,68
7533,32,72,68,66,59,63,60,49,62,68,,68
7544,24,77,62,75,71,68,60,66,68,69,,68
7545,28,78,63,77,58,69,62,59,71,59,,68
7548,25,78,41,78,72,68,61,61,70,72,,68
7552,28,65,72,67,68,66,67,62,63,66,,68
7557,33,71,58,72,68,69,72,37,66,70,,68
7558,22,79,39,78,73,72,59,65,73,73,,68
7568,29,74,48,72,62,69,66,41,70,56,,68
7571,23,53,51,50,34,63,54,35,60,69,,68
7587,22,68,77,65,50,61,67,36,66,68,,68
7588,26,70,64,70,54,62,63,35,63,69,,68
7591,25,62,45,39,48,68,69,58,69,69,,68
7623,26,67,55,62,41,68,72,65,70,65,,68
7625,24,85,46,84,85,71,60,64,70,69,,68
7626,35,59,70,64,67,65,65,65,65,67,,68
7633,33,44,85,49,44,60,65,34,57,72,,68
7637,32,34,58,55,33,54,54,44,60,72,,68
7640,20,79,59,73,62,66,65,54,67,70,,68
7646,30,65,68,59,69,65,80,67,58,70,,68
7664,24,65,40,64,52,65,48,43,63,66,,68
7674,23,55,66,66,50,68,66,42,62,68,,68
7682,24,74,50,75,66,70,66,64,73,66,,68
7684,25,57,44,67,68,63,70,60,65,73,,68
7690,21,73,58,71,51,63,58,33,70,68,,68
7691,19,71,52,70,51,66,62,39,65,70,,68
7692,28,67,58,72,59,71,63,63,71,62,,68
7696,25,66,74,53,55,66,46,50,68,65,,68
7705,21,78,34,82,73,65,45,54,72,65,,67
7709,20,77,50,76,71,67,59,53,72,68,,67
7712,29,74,44,65,65,60,75,42,61,77,,67
7714,33,73,84,77,87,69,66,56,64,68,,67
7718,27,64,56,80,62,62,55,52,66,70,,67
7720,23,83,54,71,68,62,63,71,68,61,,67
7722,26,68,45,76,72,68,58,56,66,65,,67
7741,23,73,71,65,60,62,58,38,57,65,,67
7748,29,70,54,65,72,60,66,53,62,67,,67
7749,23,77,61,86,83,68,67,58,73,60,,67
7750,22,68,46,65,66,64,63,35,68,73,,67
7755,30,60,65,70,71,65,66,61,67,69,,67
7758,22,77,33,75,58,67,60,60,71,64,,67
7761,35,34,67,78,51,66,65,51,65,67,,67
7765,25,58,79,57,40,64,69,43,54,68,,67
7766,19,68,33,72,78,73,61,62,72,71,,67
7767,28,76,53,86,85,66,73,47,65,63,,67
7770,22,74,55,79,76,63,68,58,66,65,,67
7779,32,69,53,77,73,66,67,59,63,65,,67
7788,27,64,40,71,50,70,60,57,69,65,,67
7799,34,75,64,76,72,62,60,65,62,65,,67
7812,28,71,58,66,78,61,66,48,65,67,,67
7814,26,64,77,58,55,64,61,64,62,67,,67
7817,35,53,71,65,65,62,68,56,57,64,,67
7820,30,72,56,73,68,71,62,66,69,65,,67
7833,28,61,52,48,53,62,57,23,56,68,,67
7841,25,54,58,42,52,66,54,38,62,68,,67
7846,26,74,51,77,63,70,68,52,70,62,,67
7850,23,67,39,73,68,69,63,64,69,63,,67
7851,21,71,29,69,64,65,57,55,64,68,,67
7855,21,77,69,80,76,72,65,53,70,65,,67
7856,24,76,64,64,61,62,64,58,59,62,,67
7857,26,73,55,71,64,66,62,51,63,68,,67
7859,27,76,59,69,68,66,64,53,64,63,,67
7868,26,76,79,88,78,71,63,56,70,61,,67
7869,24,71,35,60,59,64,65,39,65,71,,67
7880,24,64,57,51,38,63,69,55,62,65,,67
7881,24,81,55,81,75,70,64,59,68,65,,67
7887,30,60,67,59,56,67,61,37,65,65,,67
7888,28,78,39,70,69,68,51,48,65,71,,67
7890,28,62,85,67,59,62,66,42,56,70,,67
7893,21,71,60,65,72,67,67,33,71,70,,67
7894,24,82,42,68,73,67,57,62,67,63,,67
7896,25,68,66,74,72,68,63,55,67,66,,67
7901,20,77,64,79,68,64,66,55,70,68,,67
7903,28,79,86,65,75,66,60,55,67,65,,67
7905,30,76,82,82,79,62,57,36,59,67,,67
7917,29,68,40,63,61,71,64,68,65,58,,67
7920,32,65,69,71,69,66,65,37,68,64,,67
7935,24,68,34,48,42,72,63,60,69,63,,67
7946,23,77,72,58,63,59,62,29,55,66,,67
7951,25,73,27,67,51,64,68,32,64,70,,67
7956,25,77,58,66,90,58,59,66,73,51,,67
7984,27,79,66,54,68,63,63,49,63,62,,67
7986,25,70,60,68,61,68,57,26,64,64,,67
7987,28,46,60,38,50,68,69,45,51,69,,67
8000,26,53,73,54,55,61,62,32,54,69,,67
8011,29,77,35,75,79,65,58,74,66,62,,67
8032,32,56,76,61,70,64,68,48,61,73,,67
8035,27,84,29,77,74,68,63,22,66,65,,67
8036,22,72,40,75,73,73,60,66,73,50,,67
8044,23,72,71,63,61,69,49,63,66,63,,67
8055,27,76,72,70,56,66,60,63,68,62,,67
8060,33,66,64,65,65,64,59,62,59,58,,67
8064,30,46,73,47,42,58,65,47,54,68,,67
8066,21,57,62,48,49,66,59,29,65,74,,67
8077,28,68,70,70,68,64,67,54,62,68,,67
8088,25,78,49,71,82,61,72,51,72,65,,67
8096,28,69,29,67,62,67,60,55,65,68,,67
8102,30,72,45,73,75,69,73,65,68,51,,67
8103,28,88,69,69,75,62,68,60,63,66,,67
8120,23,68,34,55,56,61,55,59,66,72,,67
8121,29,68,40,63,61,71,64,68,65,58,,67
8133,26,58,38,63,57,50,57,56,54,68,,67
8134,24,70,79,59,69,61,55,31,59,65,,67
8136,20,91,31,83,78,67,55,53,67,64,,67
8139,30,54,81,54,49,66,59,57,61,68,,67
8143,24,62,55,62,53,66,54,34,64,71,,67
8144,21,81,33,68,59,66,57,57,62,69,,67
8149,27,55,53,61,53,61,61,39,57,67,,67
8151,27,56,59,61,53,68,49,31,59,71,,67
8158,25,64,63,68,62,62,64,44,64,70,,67
8163,26,83,57,90,81,66,55,63,65,63,,67
8170,24,71,28,70,42,68,66,28,69,72,,67
8172,27,73,69,63,50,65,66,54,62,61,,67
8178,23,69,61,68,61,70,64,48,66,61,,67
8187,30,80,48,66,67,66,60,59,68,67,,67
8196,32,62,63,74,75,70,74,61,70,69,,67
8204,27,77,45,66,77,63,68,46,62,66,,67
8221,20,80,73,82,92,73,60,59,73,61,,67
8223,32,83,57,76,75,70,69,45,62,67,,67
8236,25,64,74,71,72,67,58,44,70,65,,67
8244,23,76,32,81,72,59,64,45,63,71,,67
8249,29,72,64,69,65,66,60,64,66,65,,67
8252,26,63,71,57,53,62,65,42,58,66,,67
8258,23,73,59,63,75,69,69,55,70,71,,67
8259,27,85,64,84,56,69,57,60,66,64,,67
8277,22,73,33,71,70,66,62,51,62,65,,67
8278,25,78,49,71,82,61,72,51,72,65,,67
8281,22,65,73,78,69,66,71,29,61,67,,67
8284,26,64,46,67,71,71,64,55,69,67,,67
8297,33,68,57,64,62,64,58,47,62,69,,67
8302,26,89,68,74,73,65,62,65,67,59,,67
8305,21,78,33,76,66,65,55,51,73,65,,67
8306,20,76,29,67,62,66,74,57,65,66,,67
8308,25,84,50,74,71,73,72,68,74,77,,67
8309,20,65,43,51,78,69,64,41,63,65,,67
8329,21,77,31,84,72,70,52,42,70,63,,67
8330,27,76,46,74,75,67,66,61,72,65,,67
8335,26,71,39,64,61,65,63,61,65,68,,67
8340,28,70,62,75,78,62,58,32,76,69,,67
8342,18,82,33,73,70,68,63,40,73,70,,67
8345,29,74,44,65,65,60,75,42,61,77,,67
8353,19,76,52,75,84,67,66,59,68,67,,67
8378,28,70,68,60,58,67,61,66,71,66,,67
8382,31,69,78,68,71,70,62,68,68,65,,67
8383,28,75,63,83,84,65,63,64,67,66,,67
8402,25,74,88,69,70,61,68,52,56,64,,67
8406,21,78,57,79,86,65,59,47,70,74,,67
8419,30,59,51,58,34,65,70,31,58,71,,67
8432,28,51,30,58,32,67,52,42,66,71,,67
8434,27,70,59,65,63,62,50,46,61,71,,67
8440,30,75,49,63,52,66,56,57,63,68,,67
8461,24,73,55,73,63,70,66,40,68,65,,67
8473,21,74,28,73,69,65,56,35,68,70,,67
8490,26,73,61,70,62,61,72,42,67,64,,67
8492,21,92,45,93,92,68,66,54,71,64,,67
8495,25,81,47,74,71,64,70,56,63,72,,67
8501,21,74,55,74,56,67,63,23,66,66,,67
8502,24,87,59,81,76,66,64,56,70,65,,67
8505,29,84,69,80,68,62,57,63,66,63,,67
8509,28,77,62,81,76,69,66,55,71,65,,67
8511,27,69,58,68,60,60,66,33,59,72,,67
8512,27,72,35,64,69,70,49,58,71,68,,67
8520,23,53,40,61,54,68,63,42,64,70,,67
8538,31,60,62,55,38,62,62,45,58,67,,67
8541,20,67,30,58,40,70,63,43,69,69,,67
8562,31,66,75,67,67,62,65,32,56,69,,67
8568,26,32,67,30,28,59,71,24,55,73,,67
8571,27,73,54,65,59,69,55,61,68,65,,67
8577,27,72,65,71,70,63,60,63,66,63,,67
8579,30,65,65,53,59,68,61,74,71,64,,67
8582,26,76,53,81,82,68,64,48,65,64,,67
8583,23,70,52,64,59,63,62,37,60,70,,67
8591,28,68,85,61,62,63,65,49,58,65,,67
8593,28,55,76,55,55,63,68,53,56,66,,67
8596,21,83,50,80,70,66,63,60,73,62,,67
8600,25,84,62,76,63,64,62,45,65,63,,67
8604,28,72,48,79,78,64,68,53,67,69,,67
8605,29,72,79,81,86,67,64,54,66,64,,67
8613,32,76,49,72,76,64,67,49,63,71,,67
8618,22,83,56,68,66,65,38,57,66,64,,67
8621,26,71,25,71,60,72,55,57,66,70,,67
8622,28,68,62,72,70,64,57,58,65,65,,67
8623,24,63,52,65,53,61,57,52,61,69,,67
8633,33,81,73,80,80,70,65,59,71,65,,67
8640,21,64,32,57,61,66,59,39,67,71,,67
8662,23,73,69,61,60,68,64,66,65,59,,67
8663,27,76,45,62,72,68,57,55,65,75,,67
8665,26,68,55,66,60,62,56,51,61,67,,67
8668,25,76,69,81,60,62,53,32,60,66,,67
8669,21,55,26,57,65,67,47,32,69,71,,67
8679,32,76,50,73,65,65,57,50,62,63,,67
8680,24,79,59,75,75,70,62,63,72,65,,67
8682,28,43,67,47,30,60,54,43,45,68,,67
8684,23,85,81,75,72,63,55,56,61,67,,67
8685,32,69,80,38,63,60,60,67,62,63,,67
8686,28,76,61,79,71,65,60,52,65,65,,67
8692,23,65,36,67,54,64,66,31,60,68,,67
8719,24,60,55,65,40,63,50,49,68,62,,67
8721,31,69,61,71,69,69,68,66,67,64,,67
8728,28,73,45,74,57,65,67,29,61,68,,67
8731,22,57,31,62,51,64,65,41,59,68,,67
8740,33,68,57,64,62,64,58,47,62,69,,67
8745,24,68,53,69,62,65,58,56,63,67,,67
8755,25,84,50,74,71,73,72,68,74,77,,67
8762,28,73,68,69,75,64,57,57,63,59,,67
8765,26,72,58,66,59,66,59,50,64,65,,67
8769,22,78,38,62,57,66,61,32,63,68,,67
8776,29,86,58,72,62,60,64,55,64,63,,66
8793,24,77,61,77,70,66,63,55,71,67,,66
8799,28,87,54,82,71,68,51,39,70,69,,66
8800,22,77,34,76,84,65,53,67,67,64,,66
8819,27,73,67,67,64,62,72,62,64,67,,66
8823,34,69,91,64,77,61,69,44,62,72,,66
8826,28,83,43,92,91,65,57,53,66,60,,66
8829,26,88,65,76,77,64,55,54,66,60,,66
8831,30,56,47,47,43,67,72,66,66,71,,66
8856,31,64,48,51,51,62,61,49,62,62,,66
8861,28,61,70,66,63,61,67,59,62,69,,66
8863,28,62,68,66,72,66,62,62,62,63,,66
8864,26,90,48,78,79,65,62,54,70,65,,66
8866,29,82,83,68,71,61,64,52,63,67,,66
8868,26,95,42,73,62,65,57,59,68,63,,66
8869,26,57,72,48,32,62,62,30,58,69,,66
8879,24,90,56,72,65,61,56,54,65,66,,66
8885,27,85,65,82,68,61,60,33,64,65,,66
8892,28,91,55,78,66,62,45,63,59,60,,66
8893,30,68,53,66,65,62,67,58,59,68,,66
8897,28,67,66,58,57,65,61,42,63,64,,66
8900,25,76,63,67,57,62,68,49,65,63,,66
8903,21,76,47,70,66,61,63,45,64,67,,66
8905,33,61,43,71,71,64,68,56,62,69,,66
8911,32,79,63,77,69,67,65,59,68,66,,66
8916,26,91,64,87,73,59,58,53,65,61,,66
8928,27,64,48,62,57,65,65,70,61,66,,66
8942,19,75,52,71,82,68,51,59,71,67,,66
8955,24,72,55,72,71,62,65,51,63,62,,66
8970,29,59,61,61,52,57,70,41,57,65,,66
8971,26,68,47,74,55,66,57,59,67,64,,66
8972,24,73,64,50,51,63,51,58,59,66,,66
8982,23,89,32,88,87,67,56,59,70,65,,66
8985,25,68,86,62,66,58,61,32,62,64,,66
8987,28,63,63,57,56,64,62,40,59,65,,66
8988,22,84,67,74,66,60,60,39,65,59,,66
8993,22,78,33,70,59,64,68,64,66,68,,66
9003,27,74,64,84,71,66,61,59,65,68,,66
9008,24,72,83,74,70,64,65,45,64,66,,66
9013,28,64,44,68,46,70,63,62,69,69,,66
9014,29,72,55,67,61,70,65,63,69,69,,66
9021,29,87,57,87,78,61,57,44,65,63,,66
9027,30,70,33,68,68,65,55,34,64,68,,66
9029,25,77,49,72,78,67,63,59,69,65,,66
9030,23,77,58,75,67,70,67,61,76,65,,66
9047,23,65,55,55,44,70,59,55,67,65,,66
9049,27,35,71,45,35,70,62,47,68,65,,66
9052,23,78,57,63,60,66,62,47,65,67,,66
9056,20,77,47,78,85,68,57,65,67,59,,66
9062,25,61,68,31,34,60,56,38,55,64,,66
9075,24,68,55,61,65,68,69,57,66,65,,66
9080,23,77,34,81,80,69,56,48,72,75,,66
9095,24,70,55,67,67,66,59,64,67,67,,66
9099,25,79,48,80,78,67,62,48,67,67,,66
9117,27,83,56,78,77,65,60,57,68,73,,66
9122,20,81,29,82,70,66,48,55,65,68,,66
9124,24,85,48,77,51,65,62,63,71,63,,66
9127,27,88,26,71,69,66,63,58,68,65,,66
9129,20,74,48,78,69,66,67,57,67,40,,66
9139,22,68,59,66,57,63,57,30,49,66,,66
9144,25,72,27,77,73,64,58,34,58,68,,66
9155,18,76,32,71,74,70,62,33,74,70,,66
9164,35,89,59,81,72,64,61,64,67,62,,66
9168,18,75,33,65,70,69,58,33,55,63,,66
9171,32,73,60,75,66,55,55,49,63,66,,66
9178,34,38,58,63,67,63,73,58,61,68,,66
9181,25,83,56,82,72,64,64,57,65,62,,66
9187,25,82,34,91,89,71,59,61,75,67,,66
9198,22,81,34,77,76,60,54,38,57,69,,66
9202,27,80,49,81,59,64,63,53,64,67,,66
9205,23,70,37,71,74,60,69,47,60,63,,66
9221,25,85,56,86,78,64,62,43,67,66,,66
9224,18,67,70,61,57,61,68,62,64,68,,66
9234,29,88,41,78,81,64,55,51,77,65,,66
9235,22,79,49,79,84,71,59,49,69,66,,66
9237,27,78,56,71,62,61,59,43,63,68,,66
9260,26,52,47,59,54,69,59,29,62,67,,66
9267,29,58,46,57,58,67,63,39,64,71,,66
9277,27,65,45,65,70,59,58,42,62,65,,66
9282,32,41,61,55,51,57,60,48,53,72,,66
9285,22,73,65,61,65,63,57,36,59,68,,66
9295,21,77,73,72,73,64,59,49,69,67,,66
9300,27,73,58,77,74,65,57,66,64,60,,66
9304,25,67,30,70,49,61,49,43,62,63,,66
9316,23,82,67,66,66,64,49,64,63,64,,66
9319,29,66,68,89,93,65,66,53,66,65,,66
9320,27,38,64,55,52,64,66,54,61,63,,66
9324,30,80,56,68,67,59,65,39,62,65,,66
9343,28,82,45,65,52,63,59,57,60,66,,66
9345,24,84,54,72,68,64,50,61,65,66,,66
9346,26,74,49,63,72,66,58,63,70,64,,66
9354,29,66,61,72,61,63,66,48,68,64,,66
9366,27,69,30,76,70,66,48,58,65,71,,66
9373,25,74,34,74,58,66,66,56,65,63,,66
9375,25,82,34,91,89,71,59,61,75,67,,66
9386,29,70,73,71,67,67,67,59,68,60,,66
